brand,reviewID,reviewContent,reviewStars,reviewDate,reviewCountry
"rexona","1675934300-331","Delivery, price, everything ok. Only the evaluation of ÖKO test is insufficient for this product. Extremely dangerous ingredients. Then everyone can decide for themselves whether to risk Willdelivery, Price, it's okay. Only the rating from Öko test is insufficient for this product. Extremely Hazardous Ingredients. Can Everyone Then Decide for Themelves Whether they want to risk that",1,"June 27, 2022","Germany"
"rexona","1675934300-332","I've been taking the deodorant for a very long time. I am still very satisfied !!! I've been using the deodorant for a very long time now. I'm quiet very happy !!!",5,"November 21, 2020","Germany"
"rexona","1675934300-333","Feels very good, effective all day, even after sport .Smells Very Good, effective All Day, Even After Sport.",5,"April 28, 2021","France"
"rexona","1675934300-334","Super pleasant, smells good. Protects against sweat smell.super Pleasant, Smells Good. Protects Against Perspiration Odors",5,"March 21, 2021","Germany"
"rexona","1675934300-335","Perfect product works great if you let it dry well do not stain the recommended clothes 100%. Thanks Perfect Product Works Great If You Let It Dry Well It Does Not Stain Clothes 100% recommended. Thank you",5,"February 25, 2021","Spain"
"rexona","1675934300-336","Surely the only deodorant I found that manages to avoid sweat odors over an entire day. On the other hand, hello the white traces on clothes! Surely the Only Deodorant I Found that time to avoid sweating odors over a Whole Day. On the other hand, hello the white traces on the clothes!",3,"April 4, 2021","France"
"rexona","1675934300-337","This deodorant holds well but the smell is a disaster it looks like a smell of wc perfume I prefer the other to choosethis deodorant Holds Well but the smel it is a disaster it looks like a smel of perfume wc i prefer the other to choose",3,"May 13, 2021","France"
"rexona","1675934300-338","A very good deodorant / antitranspirant even in sports practice Very Good Deodorant / Antiperspirant Even In Sports Practice",5,"April 27, 2021","Spain"
"rexona","1675934300-339","Best deodorant! Keep fresh for over 24 hours. Buy it again and again for years. Order deodorant Ever! Keeps Fresh for Over 24 Hours have bees buy this over and over again for years.",5,"November 17, 2020","Germany"
"rexona","1675934300-340","Discreet fresh-clean scent, efficient antiperspirant.",5,"April 15, 2021","Germany"
"rexona","1675934300-341","I do not like the compoi you like the composition at all at all",1,"November 6, 2022","France"
"rexona","1675934300-342","Very effective beyond my effective expectations beyond my expectations",5,"July 7, 2021","France"
"rexona","1675934300-343","The best I found on the market 👌🏼the best i've found on the market 👌🏼",5,"June 7, 2021","France"
"rexona","1675934300-344","Top!!! The only disadvantage, unfortunately with aluminum, always take it in summer because it really lasts the longest. Top !!! The ONLY Drawback, unfitunately, with aluminum, Always Take IT in the Summer Anyway, Since It Reaally Lasts the Longest.",5,"September 2, 2020","Germany"
"rexona","1675934300-345","Very effective against breathing.
The smell is powerful but pleasant
Only problem, after deca4 days, the deodorant caused an allergic reaction, full of buttons and stockwalks under the armpits. Too bad for the set of 3 bought.Very effective Against Breathing.
The Smell is powerful but pleasement
 Only problem, after 4 days, the deodorant caused an allergic reaction, full of pimple and blisters under the armpits. Too Bad for the Set of 3 Purchased.",1,"July 25, 2022","France"
"rexona","1675934300-346","very long lasting. Good product",5,"March 9, 2021","Germany"
"rexona","1675934300-347","The best deodorant on the market! Fast delivery! The Best Deodrant On The Market! Fast Delivery!",5,"March 23, 2021","France"
"rexona","1675934300-348","Effective but smells strong and leaves white traces on the clothing Effective But Smells Strong and Leaves White Traces on Clothes",3,"May 31, 2021","France"
"rexona","1675934300-349","Very effective deodorant as much as for sweat control and as well as smell; Does not stain the armpit blackening it like other special deodorants (Perspirex) Vary Effective Deodorant B for Sweat Control and Odor; Does Not Stain The Armpit Blackening It Like Oher Special Deodorants (Persirex)",5,"September 12, 2020","Spain"
"rexona","1675934300-350","Use the Rexona maximum products for several years now and I have to say what it promises long-lasting dry armpits, no odor formation even with strong sweating. Lasting Dry Armpits, No Odor Even with Heavy Sweating.",3,"December 24, 2020","Germany"
"rexona","1675934300-351","I think it's very good, I always buy myself.
Five stars 👍🏻i like it very much, i always buy myself.
Five stars 👍🏻",5,"November 21, 2020","Germany"
"rexona","1675934300-352","Super produit je le quitte plusGreat product I'm leaving it anymore",5,"June 24, 2021","France"
"rexona","1675934300-353","Despite the different description of the product, aliuminium desPite what is descripbed to the contrary, the product contains aluminum",2,"January 22, 2022","Germany"
"rexona","1675934300-354","Ras holds its promises! Ras keeps its promised well!",5,"June 20, 2021","France"
"rexona","1675934300-355","mercithanks",5,"September 5, 2021","France"
"rexona","1675934300-356","Frankly the best Deo
My 16 year old son is delighted !! Even after sport ... he no longer feels perspiration
I recommend! Frankly The Best Deo
 My 16 Year Old Son is thrulled !! Even After Sport ... He doesn't Smell Sweat Anymore
 I recommend!",5,"September 24, 2020","France"
"rexona","1675934300-357","Super price, but 2 ordered and each came separately 🤷🏽‍♀️ Super Price, Though Ordered 2 and Each Came separately 🤷🏽‍♀️",5,"November 20, 2020","Germany"
"rexona","1675934300-358","Excellent I recommend it to you tendemertexcellent i highly recommend",5,"June 14, 2021","France"
"rexona","1675934300-359","Very good deodorant with a clean, clean perfume.
Hold the day
Be careful not to put it just before dressing because leaving white traces on the clothes This good deodrant with a neutral, clean scent.
Holds The Day
 Be Careful not to put it on just before getting work as it leaves white marks on clothes",5,"May 21, 2020","France"
"rexona","1675934300-360","The only deodorant ever that prevents wet armpits from me.",5,"November 15, 2020","Germany"
"rexona","1675934300-361","I no longer buy any other deodorant. It smells good, prevents unpleasant smells and my absolute favorite. IT Smells Good, Prevents Unpleasant Odors and My Absolute Favorite.",5,"August 3, 2020","Germany"
"rexona","1675934300-362","Love it !!! Love it !!!",5,"February 18, 2021","Germany"
"rexona","1675934300-363","Good Morning,
The best deodorant we have had so far.
Simply pointedemoin moin,
The best deodorant we've had so far.
Simply tip",5,"October 13, 2020","Germany"
"rexona","1675934300-364","They have been wrong with product, I will leave it but it is not the one who uses have mymistken product, i'll leave it but's not the one i use",5,"December 2, 2020","Spain"
"rexona","1675934300-365","Smells very good inconvenience when you put it carefully be careful not to put it on the clothes but if not do his jobsmells very good incouvecy when you put it on, bereful not to put it on clothes but otherwise do its job",5,"June 11, 2020","France"
